worker_id,occupation,ai_exposure,baseline_error_sensitivity,baseline_complexity,baseline_workload,baseline_delegability,skill,digital_capability,trust_ai,verification_discipline,adaptability,early_adopter
14,Analyst,0.74,0.72,1.08,1.04,0.73,0.653126031888168,0.7650799801437942,0.3532297004268658,0.45949173537084737,0.6416622938395166,1
15,Analyst,0.74,0.72,1.08,1.04,0.73,0.6828873638227859,0.44516030104601734,0.6570080918872598,0.39672682539861115,0.784542904019149,0
16,Analyst,0.74,0.72,1.08,1.04,0.73,0.46260064681994884,0.6207446328925845,0.5121171395851127,0.46134697686339854,0.4547858651754605,1
17,Analyst,0.74,0.72,1.08,1.04,0.73,0.5758611483680539,0.5397779267673435,0.3394606585688916,0.6707475823561654,0.5753722573373969,1
18,Analyst,0.74,0.72,1.08,1.04,0.73,0.557060168654075,0.729954193132185,0.514035277523671,0.7073929980348967,0.5278265975952161,0
19,Analyst,0.74,0.72,1.08,1.04,0.73,0.4041151121652696,0.6627742787248516,0.5562901567114718,0.5452875361729903,0.574360313787877,0
20,Analyst,0.74,0.72,1.08,1.04,0.73,0.6665345970000559,0.6604006364877442,0.6097648393998226,0.33935120727165774,0.9489807678835673,1
21,Analyst,0.74,0.72,1.08,1.04,0.73,0.503915756549154,0.1976889965425952,0.5675042794636881,0.6969902435322788,0.3911246396458663,0
22,Analyst,0.74,0.72,1.08,1.04,0.73,0.5540706001685967,0.95,0.531996264991515,0.844937961376472,0.6648842890598956,1
23,Analyst,0.74,0.72,1.08,1.04,0.73,0.5706988151667276,0.8026490720716397,0.525980972127327,0.6703018395430056,0.38532123684640573,0
24,Analyst,0.74,0.72,1.08,1.04,0.73,0.3160383503533413,0.6729178507330797,0.504669043589008,0.5220356919632386,0.705668748603214,0
25,Analyst,0.74,0.72,1.08,1.04,0.73,0.3865091000180094,0.5645361960898162,0.38355747274293966,0.6050143716071769,0.95,1
26,Analyst,0.74,0.72,1.08,1.04,0.73,0.42081674260471935,0.9364821074278403,0.427682717051887,0.6182456286228429,0.5718208535887264,1
27,Analyst,0.74,0.72,1.08,1.04,0.73,0.6296856431143726,0.6155492853537711,0.6083194748391453,0.43073912829236355,0.5305287238186466,0
28,Analyst,0.74,0.72,1.08,1.04,0.73,0.6596880994377131,0.7418655234721535,0.95,0.40711126993352575,0.35330855570505226,0
29,Analyst,0.74,0.72,1.08,1.04,0.73,0.38924055704762406,0.7609482194957017,0.45070922379310613,0.8465857633538053,0.5399682739284678,1
30,Analyst,0.74,0.72,1.08,1.04,0.73,0.6128437832614617,0.25328588614317654,0.7120816481364234,0.6138630049601417,0.4400690406278913,1
31,Analyst,0.74,0.72,1.08,1.04,0.73,0.5134361772317539,0.2899091829090315,0.8649595228794541,0.4445811942316793,0.5022222595706387,1
32,Analyst,0.74,0.72,1.08,1.04,0.73,0.48947708013203883,0.7819162333418351,0.5414926166049554,0.5711034288846051,0.5695669331604253,0
33,Analyst,0.74,0.72,1.08,1.04,0.73,0.5689272634470668,0.4701289497054484,0.8164671616914234,0.5212064249940973,0.4941590195620858,1
34,Analyst,0.74,0.72,1.08,1.04,0.73,0.44724276664647306,0.6905064826902101,0.3549575407213155,0.8369644672655892,0.5865009761853066,0
35,Analyst,0.74,0.72,1.08,1.04,0.73,0.3853619582198969,0.45963702654051053,0.5123639294638959,0.6171692336922717,0.6446684107894134,1
36,Analyst,0.74,0.72,1.08,1.04,0.73,0.5765934536279721,0.6890113670864082,0.48419502410957194,0.7523701924458736,0.5712554008324988,1
37,Analyst,0.74,0.72,1.08,1.04,0.73,0.5277246592063084,0.6625348568391125,0.46616542366307284,0.6997615648932017,0.39799373740543226,1
38,Analyst,0.74,0.72,1.08,1.04,0.73,0.7000457530694701,0.6082030053115972,0.5337428023453465,0.7815605187798171,0.2807960371212285,0
39,Analyst,0.74,0.72,1.08,1.04,0.73,0.3957908733870999,0.5222892801901857,0.5619694065821625,0.5337285907667186,0.5095444304121816,1
40,Analyst,0.74,0.72,1.08,1.04,0.73,0.6510287982717667,0.3637507494802912,0.4315442023508735,0.5832822906858344,0.6062897594579395,0
41,Analyst,0.74,0.72,1.08,1.04,0.73,0.7901097058629032,0.8166598629660652,0.34305251887135335,0.5648690118959274,0.8070708954645787,1
42,Analyst,0.74,0.72,1.08,1.04,0.73,0.6008228934535105,0.7602023567839835,0.35495497658917446,0.841566619976118,0.592513499013151,1
43,Analyst,0.74,0.72,1.08,1.04,0.73,0.527217902481745,0.7586225125292456,0.16707212095842533,0.8795877272516555,0.2783900056061896,1
44,Analyst,0.74,0.72,1.08,1.04,0.73,0.4268212870125842,0.424429055937124,0.3465938754680842,0.7573075346180864,0.5951063909075633,0
45,Analyst,0.74,0.72,1.08,1.04,0.73,0.35979315880826856,0.6898737639147937,0.4243412996109889,0.7574624481564511,0.6946289135652186,1
46,Analyst,0.74,0.72,1.08,1.04,0.73,0.7567585929928288,0.6196293697369728,0.7437809416991956,0.6640822808940042,0.45844550519468164,1
47,Analyst,0.74,0.72,1.08,1.04,0.73,0.6203061083979404,0.95,0.44141163085494417,0.5918532061992487,0.5795474635935283,0
48,Analyst,0.74,0.72,1.08,1.04,0.73,0.6058677529985973,0.6931885607343489,0.6993802605143891,0.5247014830125228,0.7801664133744585,1
49,Analyst,0.74,0.72,1.08,1.04,0.73,0.5245922631797673,0.8457649528146765,0.7140091499522532,0.48770780209635856,0.5787441470211059,1
50,Analyst,0.74,0.72,1.08,1.04,0.73,0.6162448252326802,0.555265894337804,0.8149266644480087,0.4552974409045498,0.4583178247797952,1
51,Analyst,0.74,0.72,1.08,1.04,0.73,0.6922890038201541,0.47372793189845147,0.5521915782173357,0.6566644584110113,0.31882696700724156,1
52,Analyst,0.74,0.72,1.08,1.04,0.73,0.6491078764118818,0.5541776716883299,0.46716063594167184,0.36032043227024924,0.8238221878390831,1
53,Analyst,0.74,0.72,1.08,1.04,0.73,0.5012730809495768,0.5439840489141179,0.7084930166951042,0.4652150514831591,0.5908621211187398,1
54,Analyst,0.74,0.72,1.08,1.04,0.73,0.7472841847961156,0.45331350976520185,0.5505379308829833,0.7101121470710049,0.6356576020366269,1
55,Analyst,0.74,0.72,1.08,1.04,0.73,0.622179115800737,0.4015463484325718,0.5750948367694303,0.41925999672612024,0.7100427990368212,0
56,Analyst,0.74,0.72,1.08,1.04,0.73,0.4762458474400055,0.4868308564654452,0.43689359579297177,0.5633224738253143,0.5754021139351678,1
57,Analyst,0.74,0.72,1.08,1.04,0.73,0.34469937450245614,0.47550243826549865,0.47406622305762103,0.4769258621014825,0.796554554913667,1
58,Analyst,0.74,0.72,1.08,1.04,0.73,0.7004404077218709,0.6034405457884876,0.7509688218494627,0.6540007687689433,0.7695932965307345,1
59,Analyst,0.74,0.72,1.08,1.04,0.73,0.6319469871293845,0.4671206275246059,0.44978677344367446,0.3090287311970739,0.5136268330102727,1
60,Analyst,0.74,0.72,1.08,1.04,0.73,0.5885431552806698,0.5811584385746357,0.4470519287186003,0.31953204133969226,0.4069903986099982,1
61,Analyst,0.74,0.72,1.08,1.04,0.73,0.8088048182210074,0.4480306628511401,0.6264407356364949,0.5981437633370623,0.6373349427303242,1
62,Analyst,0.74,0.72,1.08,1.04,0.73,0.7348245528036368,0.35061650284789025,0.6374010728589175,0.607313797959056,0.5204450944383517,1
63,Analyst,0.74,0.72,1.08,1.04,0.73,0.5408894051248997,0.5904575093194094,0.45222017803228354,0.4780948170249882,0.4660105321046196,1
64,Analyst,0.74,0.72,1.08,1.04,0.73,0.4952732950810056,0.584366658202036,0.6162487991420902,0.5203348312321491,0.41860205385045013,1
65,Analyst,0.74,0.72,1.08,1.04,0.73,0.5320092769439841,0.8099506217278014,0.6637252046467592,0.601660877910614,0.5263777552422381,1
66,Analyst,0.74,0.72,1.08,1.04,0.73,0.49107518627607527,0.43415785162371634,0.721765467734641,0.504988358565677,0.4579108708044823,1
67,Analyst,0.74,0.72,1.08,1.04,0.73,0.4790388054099103,0.4714485134887697,0.3656745113490598,0.7206141109918424,0.41347990035440296,1
68,Analyst,0.74,0.72,1.08,1.04,0.73,0.734794395133618,0.6786861998390702,0.7170421690983604,0.45141786534597184,0.43304428528056227,1
69,Analyst,0.74,0.72,1.08,1.04,0.73,0.5182857210464692,0.7345311918778639,0.8077277963972022,0.5135198390811269,0.7048396767261443,1
70,Analyst,0.74,0.72,1.08,1.04,0.73,0.3426289438747966,0.2597552077922882,0.7408221101361283,0.5846447626738088,0.5366371548213258,1
71,Analyst,0.74,0.72,1.08,1.04,0.73,0.5969958982418729,0.9230407346699151,0.6050571648020575,0.533768765442785,0.5785632293241317,0
72,Analyst,0.74,0.72,1.08,1.04,0.73,0.6379914785427516,0.6630801818049479,0.6736288209010517,0.5789306769310312,0.367082869032765,1
73,Analyst,0.74,0.72,1.08,1.04,0.73,0.5884020906781412,0.6720214924259785,0.709483219083552,0.5000514165496156,0.706531763439652,1
74,Analyst,0.74,0.72,1.08,1.04,0.73,0.5778874480443761,0.6574859392082976,0.4827124978365267,0.48242512847698493,0.5555817993291162,1
75,Analyst,0.74,0.72,1.08,1.04,0.73,0.6084799549797132,0.372609744799756,0.6810135355770232,0.6268871956227623,0.7026543520539744,1
76,Analyst,0.74,0.72,1.08,1.04,0.73,0.7219231667231204,0.8112365604357962,0.8006847033119834,0.5810013187845022,0.7150833718792082,1
77,Analyst,0.74,0.72,1.08,1.04,0.73,0.5239383870259985,0.49732306905378854,0.514732369107274,0.39290316490773947,0.4930205061407816,0
78,Analyst,0.74,0.72,1.08,1.04,0.73,0.6675910720613641,0.44132588115003546,0.6574643312351406,0.6303196683599572,0.6927621020633861,0
79,Analyst,0.74,0.72,1.08,1.04,0.73,0.5989437095574055,0.7132210321691095,0.5769512503826347,0.4089899157648822,0.7800572894294142,1
80,Analyst,0.74,0.72,1.08,1.04,0.73,0.95,0.35747863640662636,0.4793751476352078,0.45906095814304815,0.6436149668385076,1
81,Analyst,0.74,0.72,1.08,1.04,0.73,0.6558605864731929,0.4294307360746369,0.25741557104184914,0.47633241732293874,0.5980226465760814,1
82,Analyst,0.74,0.72,1.08,1.04,0.73,0.5797459263394575,0.4884629533031687,0.5771785261627008,0.653364801820432,0.5502611636358469,1
83,Analyst,0.74,0.72,1.08,1.04,0.73,0.6284338807772659,0.37758484735715236,0.4375846619510566,0.1977540776979621,0.41153156432052956,1
84,Analyst,0.74,0.72,1.08,1.04,0.73,0.660687665563037,0.45140515018424476,0.4333626769087003,0.791123268057043,0.6319066789421051,1
85,Analyst,0.74,0.72,1.08,1.04,0.73,0.5108702404443712,0.6597367852146231,0.5681059209168224,0.6232776581462369,0.7851891800099653,1
86,Analyst,0.74,0.72,1.08,1.04,0.73,0.24134477483034628,0.6237353873646045,0.3396276625395106,0.6157676288451936,0.6281861807026542,1
87,Analyst,0.74,0.72,1.08,1.04,0.73,0.803723705042224,0.8242792000327004,0.5988603286466192,0.6991955412554882,0.6624707625246152,1
88,Analyst,0.74,0.72,1.08,1.04,0.73,0.5918602768121292,0.6785688282074569,0.8073358877136181,0.4994275733672911,0.5253832862011202,1
89,Analyst,0.74,0.72,1.08,1.04,0.73,0.4419057941570045,0.5125424000443171,0.7408985168633068,0.5246987691890989,0.6411865794258185,0
90,Analyst,0.74,0.72,1.08,1.04,0.73,0.7578736774986192,0.5286473713402285,0.505167461607743,0.39906758355970745,0.5737265664504794,0
91,Analyst,0.74,0.72,1.08,1.04,0.73,0.6128574338166093,0.6181128457781777,0.2254183009849441,0.2666854143066834,0.48575292947967824,0
92,Analyst,0.74,0.72,1.08,1.04,0.73,0.5464838169926524,0.6475526204218787,0.43291085497676823,0.6424582754841912,0.5602041606260817,1
93,Analyst,0.74,0.72,1.08,1.04,0.73,0.5382654817896276,0.7723442613294716,0.5965996729189456,0.4741140731834345,0.42446107741940503,1
94,Analyst,0.74,0.72,1.08,1.04,0.73,0.5576975538706435,0.36707967507990424,0.6925187888036413,0.4458653524797772,0.6209377819339144,1
95,Analyst,0.74,0.72,1.08,1.04,0.73,0.6771242689207582,0.4740843043198065,0.4335437289351901,0.3329253865758518,0.7141100141570087,1
96,Analyst,0.74,0.72,1.08,1.04,0.73,0.560533118454617,0.38088666394334325,0.3283338879791975,0.5507259597430643,0.8096058084004781,0
97,Analyst,0.74,0.72,1.08,1.04,0.73,0.6331937322392454,0.7040346002166803,0.35043774966289687,0.47778974773985117,0.6515678325946516,0
98,Analyst,0.74,0.72,1.08,1.04,0.73,0.7816853426949288,0.9089021230747798,0.59076658708666,0.5399627646595837,0.8010565784529158,1
99,Analyst,0.74,0.72,1.08,1.04,0.73,0.4466417492353845,0.7108907653326069,0.6468799228562022,0.6143333323406516,0.5830697291569282,1
100,Analyst,0.74,0.72,1.08,1.04,0.73,0.6840606137351988,0.360495754183088,0.5653295643874965,0.45173036011223466,0.5632178261258035,1
101,Analyst,0.74,0.72,1.08,1.04,0.73,0.6053083175884353,0.695737612681155,0.48594162656831524,0.7522214055190608,0.8794530996280164,1
102,Analyst,0.74,0.72,1.08,1.04,0.73,0.6522390494253975,0.5975083774623267,0.5146737330307215,0.9377558587355029,0.570765487282956,1
103,Analyst,0.74,0.72,1.08,1.04,0.73,0.5829299723519552,0.5803539254739916,0.533383520627218,0.38045690150135414,0.52116313442427,0
104,Analyst,0.74,0.72,1.08,1.04,0.73,0.6328471532813832,0.533748816062009,0.385454462136552,0.4873600017159022,0.4497829658164718,1
105,Analyst,0.74,0.72,1.08,1.04,0.73,0.6155140388162023,0.7138619830746773,0.7270872696609301,0.8921413586929796,0.7457429777679012,1
106,Analyst,0.74,0.72,1.08,1.04,0.73,0.5357242930666576,0.5883196175409089,0.5985295316164048,0.4524243976203677,0.7643133344281043,1
107,Analyst,0.74,0.72,1.08,1.04,0.73,0.5073061377428569,0.7024798859557126,0.6744983715427992,0.6227167725529416,0.4440515342207169,1
108,Analyst,0.74,0.72,1.08,1.04,0.73,0.4512564168464672,0.3166379359712927,0.6085696180816015,0.8501105099355826,0.43289285675497874,1
109,Analyst,0.74,0.72,1.08,1.04,0.73,0.27817918608349135,0.6302605857713806,0.8411455248718299,0.3054114749616038,0.349894526440666,1
110,Analyst,0.74,0.72,1.08,1.04,0.73,0.6508739399938219,0.7272345268570303,0.5404000578102951,0.3380082256901536,0.7208685239807721,0
111,Analyst,0.74,0.72,1.08,1.04,0.73,0.5933045672832723,0.23759378667140846,0.4666229631803311,0.7211846732953108,0.7491759116606582,1
112,Analyst,0.74,0.72,1.08,1.04,0.73,0.8180724799903121,0.8120822186330003,0.6253509577565519,0.5695748636231281,0.7215970779150859,1
113,Analyst,0.74,0.72,1.08,1.04,0.73,0.4174676244883062,0.5715851232499247,0.6921521370092206,0.6234737911415884,0.7129277422037128,1
114,Analyst,0.74,0.72,1.08,1.04,0.73,0.6729795597468428,0.6035292858719283,0.3877284459853242,0.32019400082269117,0.6059843902859852,1
115,Analyst,0.74,0.72,1.08,1.04,0.73,0.6532059810140664,0.3874926769745078,0.3944863419912198,0.4508845773038685,0.505059146025935,0
116,Analyst,0.74,0.72,1.08,1.04,0.73,0.3486509756796533,0.7023092609754912,0.46555626785361015,0.529757895122865,0.6491104900886034,1
117,Analyst,0.74,0.72,1.08,1.04,0.73,0.3074244884273808,0.4631807685968325,0.5621599191517257,0.5993644683476043,0.7181892753577171,0
118,Analyst,0.74,0.72,1.08,1.04,0.73,0.6122961474775181,0.4961384676772408,0.5977539808739109,0.5093983332966989,0.7411592954160562,1
119,Analyst,0.74,0.72,1.08,1.04,0.73,0.694196084126778,0.5770005574766526,0.6753344712988911,0.553850355380772,0.47146663117497534,1
120,Analyst,0.74,0.72,1.08,1.04,0.73,0.5783826478341427,0.8553539608290175,0.811107032600728,0.6488767219200605,0.6997548653518662,1
121,Analyst,0.74,0.72,1.08,1.04,0.73,0.38066565188122736,0.6752596363952961,0.5456035722645846,0.5710572062085181,0.3281242169445012,1
122,Analyst,0.74,0.72,1.08,1.04,0.73,0.5992901711665398,0.637336015311663,0.3069899405384906,0.6072645055011271,0.95,1
123,Analyst,0.74,0.72,1.08,1.04,0.73,0.6786025585725278,0.7282537082864496,0.634081749011761,0.4904457217700949,0.80971924670386,1
124,Analyst,0.74,0.72,1.08,1.04,0.73,0.689884030447375,0.4648346658701631,0.5198804001243963,0.550937822281593,0.5931055587471195,1
125,Analyst,0.74,0.72,1.08,1.04,0.73,0.37436735637744134,0.7399326926027943,0.7237586651046415,0.6449406334967401,0.95,1
126,Analyst,0.74,0.72,1.08,1.04,0.73,0.6447736336925602,0.7946544106273659,0.469372521520109,0.27159745467238344,0.35432686230270305,0
127,Analyst,0.74,0.72,1.08,1.04,0.73,0.648106748666792,0.472564278718995,0.563899532125847,0.2885901664996246,0.6364776050521012,1
128,Analyst,0.74,0.72,1.08,1.04,0.73,0.5701158750675929,0.7740588583666407,0.2393986913027356,0.57273372553815,0.6276546542693306,1
129,Analyst,0.74,0.72,1.08,1.04,0.73,0.4580552014572283,0.6750957514198643,0.8042613182202061,0.7638550257798912,0.7619320287385433,1
130,Analyst,0.74,0.72,1.08,1.04,0.73,0.726023039058888,0.7467900935232212,0.37931202822783905,0.5241681239433276,0.6847346563355701,1
131,Analyst,0.74,0.72,1.08,1.04,0.73,0.580413550326648,0.5512831223312229,0.6123926756309699,0.8040023704822815,0.8325755771260288,1
132,Analyst,0.74,0.72,1.08,1.04,0.73,0.5118725658992185,0.4049819935732737,0.5149604450142397,0.621658666051914,0.8082149611317921,0
133,Analyst,0.74,0.72,1.08,1.04,0.73,0.608273365644157,0.46754269777909835,0.5763799524511389,0.3985580558935591,0.6764813663409964,1
134,Analyst,0.74,0.72,1.08,1.04,0.73,0.6020871317174249,0.5320804193480643,0.5074605012473962,0.5902421007012582,0.7509148113756864,1
135,Analyst,0.74,0.72,1.08,1.04,0.73,0.4723193933429483,0.7192873949197098,0.4626952553839316,0.3701431529937018,0.6847189145006829,1
136,Analyst,0.74,0.72,1.08,1.04,0.73,0.539556349116815,0.3001062115734645,0.7166061035438982,0.4532919415439661,0.2774958439852869,1
137,Analyst,0.74,0.72,1.08,1.04,0.73,0.6255254662252585,0.6947412500669397,0.631088724645972,0.2981904210277908,0.7865592743620213,1
138,Analyst,0.74,0.72,1.08,1.04,0.73,0.7413251531972567,0.4527724856675983,0.518107494168421,0.5930931454687844,0.6559036284642701,1
139,Analyst,0.74,0.72,1.08,1.04,0.73,0.5848376646721655,0.5751221734028328,0.648679428857927,0.4105037791620568,0.5111131150229495,1
140,Analyst,0.74,0.72,1.08,1.04,0.73,0.6390368980623279,0.6982582904190437,0.4604796688966082,0.5063191121828851,0.5297659007587987,0
141,Analyst,0.74,0.72,1.08,1.04,0.73,0.7413048831027063,0.7279617641407503,0.6035715760710818,0.6328451283522964,0.6192076543790445,1
142,Analyst,0.74,0.72,1.08,1.04,0.73,0.6380970624536457,0.8261328570213772,0.49543745079815893,0.6795184715895732,0.45070344726292155,1
143,Analyst,0.74,0.72,1.08,1.04,0.73,0.6539422060280716,0.7510759764818391,0.571177990459318,0.43935958887885657,0.6746475214799886,1
144,Analyst,0.74,0.72,1.08,1.04,0.73,0.47034301640097304,0.2757536150132717,0.6005335078256884,0.575790859644148,0.6968511323470243,1
145,Analyst,0.74,0.72,1.08,1.04,0.73,0.6566529110535021,0.7544581588481882,0.4893861338711708,0.7213925307050407,0.7516400260131093,0
146,Analyst,0.74,0.72,1.08,1.04,0.73,0.5510457062404067,0.7285781787911754,0.7089995213809253,0.3408663179037389,0.7932974807266421,1
147,Analyst,0.74,0.72,1.08,1.04,0.73,0.4769007831315578,0.6511787193796554,0.4255199870752139,0.7418329005150808,0.5703029645901286,0
148,Analyst,0.74,0.72,1.08,1.04,0.73,0.4520801603001086,0.58204874879437,0.6526834961082539,0.5411741864375885,0.6715257445271084,1
149,Analyst,0.74,0.72,1.08,1.04,0.73,0.6737182471257621,0.7074775361922744,0.5524144396414866,0.3683101507054254,0.5416764491919498,0
150,Analyst,0.74,0.72,1.08,1.04,0.73,0.5984813871263475,0.6231165531475885,0.6595328811724721,0.6440596418190885,0.8135767790879694,1
151,Analyst,0.74,0.72,1.08,1.04,0.73,0.4907735110270537,0.5035635606892412,0.5326334619461471,0.39394979401182917,0.6958463125887555,0
152,Analyst,0.74,0.72,1.08,1.04,0.73,0.6585771705352338,0.5724323394467438,0.6752242958922384,0.642877669562293,0.3964101946487463,0
153,Analyst,0.74,0.72,1.08,1.04,0.73,0.72176439290141,0.4723396895950973,0.8818041148430381,0.6508816391058133,0.6030680302827344,0
154,Analyst,0.74,0.72,1.08,1.04,0.73,0.5705610242111055,0.6926202911835183,0.6060738164781317,0.5959388036737915,0.8782653604072402,1
155,Analyst,0.74,0.72,1.08,1.04,0.73,0.5074007769492099,0.6899570292722802,0.5321488388307065,0.7531776025493968,0.5826357121783159,1
156,Analyst,0.74,0.72,1.08,1.04,0.73,0.5557010196052053,0.8086825255739218,0.6069651830571909,0.6230554406062837,0.774065508874056,1
157,Analyst,0.74,0.72,1.08,1.04,0.73,0.6016504019945912,0.5476809733182253,0.7804100781868284,0.43415294958522754,0.6617914869025342,0
158,Analyst,0.74,0.72,1.08,1.04,0.73,0.49563854399036456,0.33818666832052396,0.6918801798127888,0.6055082009295376,0.6997990106368333,1
159,Analyst,0.74,0.72,1.08,1.04,0.73,0.6044346749705719,0.7247923786650963,0.4223429280925467,0.530678433677631,0.6648485392230217,0
160,Analyst,0.74,0.72,1.08,1.04,0.73,0.6175276750413494,0.880113311289822,0.7179283063386293,0.8674669423263559,0.753251586626789,0
161,Analyst,0.74,0.72,1.08,1.04,0.73,0.8125270719082556,0.5497291141729364,0.7459224191626144,0.6308976154255957,0.3900362634556502,1
162,Analyst,0.74,0.72,1.08,1.04,0.73,0.5701251136337645,0.6641745782965356,0.7247003870989387,0.5490360170671283,0.35299193037594806,1
163,Analyst,0.74,0.72,1.08,1.04,0.73,0.3321558242196303,0.2968821217897696,0.6626980338092231,0.6290119270613191,0.4396237466513321,1
164,Analyst,0.74,0.72,1.08,1.04,0.73,0.9052335070083837,0.60673608565547,0.4885964088881704,0.736160986505959,0.8631973997370987,1
165,Analyst,0.74,0.72,1.08,1.04,0.73,0.39739143987313297,0.8666277824830084,0.4685211093467314,0.5116543019937578,0.6085789967389932,1
166,Analyst,0.74,0.72,1.08,1.04,0.73,0.7412349832046099,0.525623729524822,0.41221197203031534,0.5310575418319391,0.5464271154181675,1
167,Analyst,0.74,0.72,1.08,1.04,0.73,0.7509525813441038,0.6346250300191579,0.6042856323548607,0.648457009885461,0.63718551692185,1
168,Analyst,0.74,0.72,1.08,1.04,0.73,0.5725018104582659,0.6944246898082316,0.8254175261740478,0.504542080270615,0.3822577862248282,1
169,Analyst,0.74,0.72,1.08,1.04,0.73,0.5136733174149056,0.95,0.36529836411158995,0.815824472241069,0.5830773638610558,1
170,Analyst,0.74,0.72,1.08,1.04,0.73,0.5827726822110122,0.513230293908111,0.6853046244163215,0.64323483244166,0.619474123630774,1
171,Analyst,0.74,0.72,1.08,1.04,0.73,0.7367039036809938,0.5461631595932392,0.8062110699632101,0.5646209426511002,0.524869544857312,0
172,Analyst,0.74,0.72,1.08,1.04,0.73,0.7512726616458111,0.4396500590780573,0.4487041641301259,0.3629304509691106,0.6540186492365192,0
173,Analyst,0.74,0.72,1.08,1.04,0.73,0.4815120339949036,0.8323258364367822,0.5391464041633579,0.41869214397292137,0.526852826877868,1
174,Analyst,0.74,0.72,1.08,1.04,0.73,0.6641602692821579,0.4489973531646807,0.4206667862523177,0.5236445413218858,0.31851059976654567,1
175,Analyst,0.74,0.72,1.08,1.04,0.73,0.4352677259213802,0.42758367316352186,0.4887614613473806,0.7803111373800085,0.6150215527351592,0
176,Analyst,0.74,0.72,1.08,1.04,0.73,0.6453244565445808,0.22296878880334253,0.5191441789700043,0.5779639686314768,0.4136244507209913,1
177,Analyst,0.74,0.72,1.08,1.04,0.73,0.7341927009501226,0.6801539396903983,0.46076923366639433,0.6047069031366791,0.7410601343782524,1
178,Analyst,0.74,0.72,1.08,1.04,0.73,0.6027012766802372,0.2854087965186688,0.7266626560159184,0.5668726018988325,0.6454497299738258,0
179,Analyst,0.74,0.72,1.08,1.04,0.73,0.6147560206820509,0.12250952474876492,0.23667988658680128,0.6224327262049084,0.6481964345857891,1
180,Analyst,0.74,0.72,1.08,1.04,0.73,0.6084934912991763,0.5632808696749617,0.7253378058976125,0.6056368820277191,0.6468682312000417,0
181,Analyst,0.74,0.72,1.08,1.04,0.73,0.5959219012481471,0.6938707463594316,0.6071491632514534,0.40731779824648584,0.95,1
182,Analyst,0.74,0.72,1.08,1.04,0.73,0.4584569531112692,0.3365318294568655,0.4710554299141057,0.6095613156802384,0.33572142220968454,0
183,Analyst,0.74,0.72,1.08,1.04,0.73,0.5266750782613457,0.7242967093208732,0.4412954110028332,0.14434761263349244,0.5546058439600817,1
184,Analyst,0.74,0.72,1.08,1.04,0.73,0.7064224334215342,0.3321209631651419,0.5660302831094868,0.6361694084924058,0.41752154126624397,1
185,Analyst,0.74,0.72,1.08,1.04,0.73,0.5559778640759307,0.6630613955652411,0.45277385202550147,0.6863699757677021,0.6491412888282462,0
186,Analyst,0.74,0.72,1.08,1.04,0.73,0.47730490251908086,0.5890346187428295,0.26715061062496975,0.47266132057023497,0.8114057258627128,0
187,Analyst,0.74,0.72,1.08,1.04,0.73,0.5847746692685407,0.601529839427705,0.4774791265740836,0.7520076016617055,0.37713461625404143,1
188,Analyst,0.74,0.72,1.08,1.04,0.73,0.5906116403058234,0.7261963360094379,0.5607604614030474,0.6698921709714813,0.5942785477102502,1
